,std,mean,median,max,min
CHCHD5 (84269),1402.0543448664798,6816.9184,7131.0,9927.0,74.0
CHD1 (1105),2353.4404129045433,6050.3152,6678.0,9697.0,48.0
CHD1L (9557),1737.8587109045047,3584.3072,3482.0,8783.0,44.0
CHD2 (1106),2036.315313675093,2893.3952,2570.0,8890.0,7.0
CHD3 (1107),1705.8363792369435,3865.4704,3916.0,8590.0,230.0
CHD4 (1108),434.49391143088855,9929.308,9994.0,10512.0,3187.0
CHD7 (55636),2421.2651555164193,2893.0144,2255.0,10158.0,3.0
CHD8 (57680),2725.6328771140707,5431.9696,6046.0,9400.0,13.0
CHDH (55349),1608.0740960221442,2520.3728,2284.0,8463.0,95.0
CHEK1 (1111),220.02279929064693,10284.3128,10325.0,10545.0,7614.0
CHERP (10523),229.97550511148364,10049.9488,10084.0,10550.0,9237.0
CHFR (55743),1761.6655101395909,2541.424,2166.0,8586.0,19.0
CHGA (1113),1605.9034660612986,3643.12,3501.0,8845.0,49.0
CHI3L2 (1117),1860.2974329970423,3990.8144,3996.0,8907.0,180.0
CHIC2 (26511),1918.9009671176698,2692.4288,2254.0,9161.0,8.0
CHID1 (66005),1780.4228790576117,4496.0688,4488.0,8684.0,76.0
CHKA (1119),1665.121408866833,7250.3344,7697.0,10177.0,448.0
CHKB (1120),1775.7054400997931,4645.264,4713.0,8564.0,134.0
CHM (1121),1658.6932256892226,5372.365979381443,6129.0,,
CHML (1122),1566.8596439522444,2152.928,1807.0,9793.0,25.0
CHMP1A (5119),730.8121160455499,8773.1456,8897.0,10141.0,3158.0
CHMP1B (57132),1165.176613391666,652.8176,186.0,9941.0,1.0
CHMP2A (27243),240.7451028923884,10141.8992,10185.0,10529.0,9233.0
CHMP3 (51652),1377.0065462723562,8818.5192,9236.0,10444.5,309.0
CHMP4A (29082),1719.3054684511865,4096.368,4069.0,8735.0,205.0
CHMP4B (128866),911.9697719159674,9491.2744,9770.0,10523.0,773.0
CHMP4C (92421),1696.132855845002,3657.8784,3563.0,9927.0,98.0
CHMP5 (51510),492.2448946226373,9772.024,9873.0,10538.0,7050.0
CHMP6 (79643),185.8979512997276,10314.1272,10364.0,10545.0,8797.0
CHMP7 (91782),838.2613579430421,8967.2432,9148.0,10423.0,1840.0
CHORDC1 (26973),457.5487669230685,9660.3976,9748.0,10521.0,6682.0
CHP1 (11261),2101.2246402359306,6339.1856,6964.0,9874.0,2.5
CHP2 (63928),1610.4190597672205,3215.8256,3060.0,8454.0,104.0
CHRAC1 (54108),2151.109188183431,4513.336,4594.0,9104.0,45.0
CHRDL1 (91851),1660.7692879714982,2176.647766323024,4540.0,,
CHRDL2 (25884),1842.2633553044027,2607.2752,2233.0,8768.0,73.0
CHRM4 (1132),1978.898578681508,3538.5472,3333.0,9095.0,30.0
CHRNA10 (57053),1839.5559479361261,4072.2824,4032.0,8538.0,5.5
CHRNA4 (1137),1836.4454283053417,4814.0368,4944.0,9048.0,292.0
CHRNA5 (1138),1937.9627201926282,3348.8944,3145.0,8630.0,29.0
CHRNA7 (1139),1800.2203885635781,3955.0672,3953.0,8666.0,151.0
CHRND (1144),1302.6923440872713,7228.5024,7565.0,9347.0,509.0
CHRNG (1146),1265.6234823768045,7121.7248,7389.0,9483.0,1567.0
CHST10 (9486),1828.316416500753,4761.568,4756.0,9000.0,178.0
CHST11 (50515),1335.8199665182124,1762.232,1415.0,8916.0,35.0
CHST2 (9435),1833.9896378464643,3493.9184,3334.0,8801.0,97.0
CHST4 (10164),1502.2170487222527,6889.6784,7311.0,9139.0,691.0
CHST5 (23563),1719.7875488157072,3192.4544,3033.0,8872.0,108.0
CHST6 (4166),1945.691353563903,4840.896,5093.0,8943.0,374.0
CHST7 (56548),1787.277894086706,3927.323024054983,6356.0,,
CHST8 (64377),1967.984864574642,5780.1808,6145.0,9327.0,1.0
CHTF18 (63922),1430.7337670006596,7919.7344,8355.0,10193.0,148.0
CHTF8 (54921),610.7798651115155,8970.4304,9068.0,10230.0,5919.0
CHTOP (26097),1183.9176762353725,7979.28,8294.0,9754.0,2909.0
CHUK (1147),2408.879314241269,3974.7488,3724.0,9798.0,6.0
CHURC1 (91612),1572.2823002459406,5099.888,5231.0,9397.0,468.0
CIAO1 (9391),251.50550133657933,10154.7136,10199.0,10544.0,8649.0
CIAO2A (84191),1533.54062550921,7097.4464,7568.0,9716.0,285.0
CIAO2B (51647),309.0083032450082,9998.544,10043.0,10514.5,7445.0
CIAO3 (64428),194.63141548802392,10297.4024,10337.0,10545.0,8178.0
CIAPIN1 (57019),281.35447422087066,9748.3504,9779.0,10408.0,8310.0
CIART (148523),1956.4241600915032,5118.7936,5201.0,9314.0,103.0
CIB4 (130106),1810.5553276769774,5816.6928,6118.0,8938.0,491.0
CIC (23152),2415.9699763300464,4002.0368,4041.0,9286.0,25.0
CIDEA (1149),1778.0618867571684,2328.6816,1924.0,8786.0,30.0
CIDEB (27141),1956.6751237645392,4251.1136,4312.0,9021.0,112.0
CIDEC (63924),1630.9613346467845,2576.6144,2358.0,8549.0,43.0
CILP2 (148113),1969.1420960955013,5161.544,5339.0,9260.0,261.0
CINP (51550),359.58671249801233,9655.4064,9695.0,10452.0,7690.0
CIP2A (57650),2122.7731286897288,6100.0832,6555.0,9966.0,612.0
CIR1 (9541),1485.8639097913756,6961.4464,7298.0,9365.0,1017.0
CIRBP (1153),1770.463010094484,2135.2544,1656.0,9153.0,1.0
CISD3 (284106),1853.0002840604761,2890.0704,2579.0,9252.0,12.0
CISH (1154),1678.4036732470622,4372.9744,4412.0,8403.0,652.0
CIT (11113),1355.1694194624354,7904.0016,8267.0,9951.0,1107.0
CITED2 (10370),2499.971211774761,3895.8464,3593.0,9781.0,5.0
CITED4 (163732),1839.6733473872962,2845.0464,2569.0,8660.0,19.0
CIZ1 (25792),1456.1895281389502,6920.1888,7307.0,9689.0,343.0
CKAP2 (26586),1467.07856474294,6993.064,7331.0,9420.0,1120.0
CKAP2L (150468),2177.0593658595817,5063.6752,5020.0,9500.0,78.0
CKAP5 (9793),256.74581176520553,10068.16,10107.0,10536.5,8329.0
CKLF (51192),1683.6108039385056,3144.6304,2862.0,8828.0,310.0
CKS1B (1163),2456.299091973689,5656.056,6100.0,9759.0,250.0
CKS2 (1164),1931.077327924918,5527.3808,5778.0,9037.0,2.0
CLASRP (11129),1292.1529250569893,8120.6912,8514.0,9766.0,1129.0
CLCC1 (23155),1238.3303065801433,7616.0832,7926.0,9998.0,1785.0
CLCF1 (23529),1406.72728920347,1218.4704,663.0,8549.0,18.0
CLCN3 (1182),1370.438708686626,1327.4496,924.0,8393.0,8.0
CLCN6 (1185),1325.4342563660855,2091.76,1832.0,8898.0,3.0
CLCN7 (1186),1716.335706251503,4987.6608,5312.0,8929.0,277.0
CLDN10 (9071),1825.2137906220528,2780.9312,2430.0,8471.0,23.0
CLDN11 (5010),1596.9914811406782,2688.0288,2405.0,8860.0,91.0
CLDN16 (10686),1230.2513411160942,1244.2224,866.0,8491.0,29.0
CLDN18 (51208),1775.6572965611267,3253.1136,3077.0,8530.0,113.0
CLDN19 (149461),1722.6147245438792,6047.7856,6371.0,9586.0,214.0
CLDN4 (1364),2017.7234264896485,3265.2704,2975.0,8493.0,25.0
CLDN5 (7122),2047.345172679074,3737.0912,3540.0,9365.0,11.0
CLDN6 (9074),1669.9784698443239,6110.36,6438.0,9035.0,667.0
CLDN7 (1366),2156.142837226485,4943.4096,5238.0,8937.0,3.0
CLDN9 (9080),2031.002804039272,3856.6192,3711.0,9315.0,138.0
CLDND1 (56650),1699.2854194721876,4806.7104,4904.0,8578.0,527.0
CLEC14A (161198),2076.1783056820086,4441.1216,4542.0,9096.0,15.0
CLEC16A (23274),2019.2524527529285,2999.04,2594.0,9270.0,52.0
CLEC18A (348174),1941.0637833520632,3237.5392,3025.0,8683.0,10.0
CLEC18B (497190),1746.5572867743604,5793.4864,6065.0,9238.0,576.0
CLEC1A (51267),1784.831930498837,2798.848,2511.0,10088.0,47.0
CLEC4D (338339),1827.8895113357596,3778.7376,3669.0,8733.0,145.0
CLEC4G (339390),2112.996850910804,4024.3104,4027.0,9049.0,32.0
CLEC6A (93978),1410.6060230142584,2251.1456,1953.0,8944.0,82.0
CLHC1 (130162),1805.56788617875,3467.3216,3377.0,8894.0,161.0
CLIC1 (1192),1773.2261324880315,3274.4192,3053.0,8695.0,90.0
CLIC3 (9022),1519.1184976601837,1913.4016,1423.0,8800.0,26.0
CLINT1 (9685),1924.7194413225864,2074.5456,1541.0,8583.0,7.0
CLK1 (1195),1773.0360239011734,4605.744,4606.0,8424.0,369.0
CLK2 (1196),980.3211475707126,8133.1712,8366.0,9785.0,1253.0
CLK3 (1198),2178.0960646976255,4021.464,4145.0,8695.0,13.0
CLK4 (57396),1852.9855572174356,3142.848,2822.0,8552.0,42.0
CLMP (79827),1846.682137836701,2804.208,2315.0,9053.0,6.0
CLN3 (1201),1718.0451798602462,5170.2048,5319.0,8959.0,93.0
CLN6 (54982),1913.7631512217908,3392.408,3231.0,8682.0,17.0
CLNS1A (1207),203.53527947514564,10255.0136,10304.0,10545.0,9055.0
CLP1 (10978),247.5976562790363,9940.8304,9970.0,10549.0,8396.0
CLPB (81570),2194.064764397175,6222.4256,6660.0,9897.0,328.0
CLPP (8192),2258.4713108456394,5061.2432,5107.0,9661.0,55.0
CLPS (1208),1256.206686611395,7532.736,7863.0,9352.0,1385.0
CLPTM1 (1209),2007.24956473484,5274.424,5573.0,8995.0,170.0
CLPX (10845),1991.6576561620016,5836.7168,6025.0,9426.0,288.0
CLRN2 (645104),1776.9482918511783,3424.6768,3346.0,8632.0,140.0
CLSPN (63967),858.7801775476179,8765.3008,8914.0,10353.0,2102.0
CLSTN1 (22883),1666.7354021974998,3031.1952,2804.0,9089.0,65.0
CLSTN3 (9746),1712.7315279385941,3216.208,3004.0,8890.0,5.0
CLTB (1212),1518.3970634833538,6649.6464,6930.0,10033.0,337.0
CLTC (1213),278.0582256332434,10216.3992,10287.0,10545.5,7451.0
CLTCL1 (8218),1919.7809168716662,3205.1888,2939.0,8558.0,99.0
CLUH (23277),1788.8261849962407,6747.208,7165.0,9880.0,132.0
CMAS (55907),2324.1946549652916,3997.2512,4034.0,9560.0,8.0
CMC1 (152100),1933.3150037508644,4807.0576,4950.0,8708.0,165.0
CMIP (80790),2108.472135223841,7160.1392,7755.0,10429.0,120.0
CMKLR1 (1240),1946.1925456078304,4398.5728,4507.0,9014.0,67.0
CMPK1 (51727),509.310215968366,9442.588,9532.0,10514.5,5073.0
CMPK2 (129607),1817.6837917060188,5933.6672,6228.0,8863.0,385.0
CMTM2 (146225),1734.735692404628,2804.5312,2527.0,8648.0,79.0
CMTM5 (116173),1810.3120266350459,4919.2384,5189.0,9066.0,245.0
CMTM6 (54918),2002.5609052167588,3844.872,3653.0,8972.0,105.0
CMTM8 (152189),1864.6572355233934,4064.3728,3994.0,9026.0,3.0
CMTR1 (23070),326.98279044340217,9662.2432,9701.0,10403.0,7863.0
CMTR2 (55783),2426.174451459091,3823.8912,3717.0,8828.0,18.0
CNBD2 (140894),2003.7813143794933,4429.3536,4358.0,9055.0,30.0
CNBP (7555),2397.5423349188654,3645.7104,3419.0,8848.0,3.0
CNDP1 (84735),1745.6983697296973,2364.08,1925.0,8891.0,17.0
CNEP1R1 (255919),2311.889431865034,5851.0048,6425.0,9780.0,24.0
CNGA1 (1259),1839.4393356881665,4133.7616,4177.0,8574.0,20.0
CNGA2 (1260),1275.0770113780527,1594.9518900343642,3141.0,,
CNGA4 (1262),1595.6818300715568,2086.528,1602.0,9152.0,15.0
CNIH1 (10175),1891.1781545836338,5754.0112,6139.0,9552.0,69.0
CNIH2 (254263),1904.6424443610244,4997.2128,5019.0,9217.0,215.0
CNIH4 (29097),327.18257586944344,9890.1896,9948.0,10541.0,8325.0
CNKSR2 (22866),1647.5247835233972,5995.472508591065,8011.0,,
CNMD (11061),1544.4524688256154,1874.168,1413.0,9178.0,20.0
CNN1 (1264),1877.8345299115697,4796.2784,4898.0,8567.0,61.0
CNN2 (1265),517.6063283556782,8842.112,8906.0,9975.0,3555.0
CNN3 (1266),1949.0783183498652,3864.6304,3687.0,8526.0,40.0
CNNM1 (26507),1812.6089622419945,4335.0,4302.0,9873.0,177.0
CNNM3 (26505),2116.108100654693,3507.9312,3412.0,8975.0,11.0
CNOT1 (23019),1226.75048214838,9014.1488,9288.0,10283.0,341.0
CNOT10 (25904),2604.042900048367,5075.8896,5435.0,9634.0,10.0
CNOT11 (55571),2868.6606910721534,4343.0368,4460.0,9401.0,5.0
CNOT2 (4848),1325.887815432671,8271.1024,8652.0,10092.0,679.0
CNOT3 (4849),250.62219952524518,10144.2696,10203.0,10535.5,8793.0
CNOT4 (4850),2615.4061411801945,3088.8032,2596.0,9282.0,2.0
CNOT6 (57472),2067.988535823503,4259.8912,4215.0,9367.0,88.0
CNOT6L (246175),1914.5656023676052,3892.312,3745.0,9200.0,50.0
CNOT7 (29883),2319.028047811941,3697.48,3438.0,9271.0,14.0
CNOT9 (9125),914.5971067648115,8794.8976,8979.0,10185.0,1816.0
CNP (1267),1302.1729709693243,7174.9152,7533.0,9590.0,970.0
CNPY2 (10330),1662.24081400179,6609.9408,6932.0,9613.0,428.0
CNPY4 (245812),1759.7941162723173,4708.008,4728.0,9040.0,450.0
CNTD2 (79935),1941.089170321256,4299.0336,4319.0,9007.0,74.0
CNTFR (1271),1757.1803275410966,2906.9104,2678.0,9205.0,77.0
CNTLN (54875),1695.9841226684848,2275.3856,1755.0,8941.0,39.0
CNTN2 (6900),1747.2788039706566,4957.6864,5008.0,9001.0,364.0
CNTNAP1 (8506),1288.7194576589266,7074.1296,7411.0,9178.0,392.0
CNTNAP3 (79937),2140.6003688182004,4913.9424,5172.0,9045.0,76.0
CNTNAP3B (728577),2372.471426619972,3889.712,3647.0,8783.0,36.0
CNTNAP4 (85445),617.3117026184937,267.6944,94.0,8812.0,2.0
CNTROB (116840),2097.23505761325,4189.3264,4044.0,9374.0,25.0
COA1 (55744),1887.3492152208798,3685.2512,3476.0,8344.0,15.0
COA3 (28958),1770.194086599198,6872.744,7345.0,9756.0,169.0
COA4 (51287),2063.807391008058,3704.544,3427.0,9303.0,36.0
COA5 (493753),1080.2300677360477,8132.2576,8383.0,10035.0,1313.0
COA6 (388753),1515.9075202663255,7648.376,7968.0,10287.0,613.0
COA7 (65260),839.2964428935978,8904.3608,9045.0,10444.5,2827.0
COASY (80347),576.302738092865,9194.1504,9279.0,10363.0,6158.0
COBL (23242),1260.7315877899157,871.3552,382.0,8690.0,1.0
COCH (1690),1574.2633716008584,6049.4736,6318.0,9012.0,634.0
COG1 (9382),937.2586440142801,8430.3024,8625.0,9917.0,1407.0
COG2 (22796),475.1317202899013,9147.0736,9218.0,10198.0,5585.0
COG3 (83548),505.13760017723934,9734.5456,9794.0,10524.0,4608.0
COG4 (25839),695.2505370119354,8869.4544,9016.0,10313.0,3882.0
COG5 (10466),2693.113170047269,4741.3792,4862.0,9766.0,2.0
COG6 (57511),1114.096242279606,8001.6576,8226.0,10120.0,1364.0
COG7 (91949),1925.2329261316768,7389.6032,7952.0,9968.0,28.0
COG8 (84342),809.609328538407,8434.2144,8584.0,9794.0,1208.0
COIL (8161),1376.8278372571328,7579.4656,7997.0,9999.0,392.0
COL15A1 (1306),1779.0855292897543,4219.2592,4245.0,9318.0,200.0
COL17A1 (1308),1437.7723498488012,6767.5232,7106.0,9509.0,759.0
COL18A1 (80781),1774.569581887105,3239.8016,3059.0,8588.0,55.0
COL20A1 (57642),1208.3807611374734,1053.4752,640.0,8669.0,5.0
COL25A1 (84570),1713.4471655371167,4241.8256,4239.0,9198.0,254.0
COL4A1 (1282),1827.2293047938556,3178.4368,2936.0,8949.0,43.0
COL4A3BP (10087),2436.9818625820435,4644.4128,4712.0,10030.0,140.0
COL5A3 (50509),1267.576523139879,1381.6928,945.0,9089.0,28.0
COL6A6 (131873),1524.8281199027497,1972.4432,1549.0,8704.0,42.0
COL7A1 (1294),1602.5006868401265,6269.5648,6655.0,9151.0,35.0
COL8A2 (1296),2068.4084046683247,4617.0048,4844.0,9027.0,5.0
COL9A1 (1297),1940.410825850269,4274.12,4316.0,8840.0,127.0
COL9A3 (1299),1795.2518184580465,5852.1824,6207.0,9530.0,152.0
COLCA2 (120376),1621.5162378560287,2064.8592,1629.0,10165.0,21.0
COLEC10 (10584),1032.1965650904945,819.4624,437.0,8479.0,2.0
COMMD10 (51397),1995.2897233555343,4135.2,4144.0,9109.0,43.0
COMMD2 (51122),2109.4198650157527,4673.712,4760.0,9041.0,222.0
COMMD3 (23412),2542.1604653673858,4494.2624,4694.0,9888.0,53.0
COMMD4 (54939),2135.476658600052,4408.5712,4449.0,9317.0,104.0
COMMD5 (28991),1636.8728691968784,6112.6848,6298.0,9662.0,785.0
COMMD6 (170622),1784.1753883287229,5006.1104,5195.0,9200.0,382.0
COMMD7 (149951),1946.4597161394956,5385.5808,5636.0,9265.0,324.0
COMMD8 (54951),1728.5405921789215,7071.0672,7612.0,9590.0,293.0
COMMD9 (29099),1990.227782359829,3830.9696,3727.0,8608.0,128.0
COMP (1311),1543.2654479415576,1766.8768,1320.0,8540.0,8.0
COMT (1312),1908.970968902571,5856.7344,6243.0,9548.0,23.0
COMTD1 (118881),1807.956636843841,4366.1312,4288.0,9193.0,317.0
COP1 (64326),2507.74003558828,6666.8112,7555.0,10304.0,3.0
COPA (1314),169.97042177828232,10306.0056,10348.0,10546.0,9348.0
COPB1 (1315),117.22743235879517,10433.956,10474.0,10560.0,9860.0
COPB2 (9276),171.01252822602328,10299.1888,10341.0,10552.0,9625.0
COPE (11316),441.6962616596416,9741.876,9850.0,10551.0,6834.0
COPG1 (22820),553.026474714019,10093.7296,10271.0,10552.0,4300.0
COPRS (55352),2048.7106624286207,4956.6608,5202.0,8984.0,146.0
COPS2 (9318),646.5432419076162,9079.2112,9173.0,10348.0,2232.0
COPS3 (8533),289.9384290341127,9902.1088,9932.0,10504.0,8521.0
COPS4 (51138),343.61956517980605,9760.9616,9787.0,10447.0,7966.0
COPS5 (10987),254.34998289506126,10121.1344,10171.0,10537.0,8514.0
COPS6 (10980),190.8941361102589,10324.3208,10372.0,10550.0,8429.0
COPS7A (50813),2109.524469503944,3333.112,3051.0,9048.0,25.0
COPS8 (10920),321.0059639353314,9690.5696,9719.0,10471.0,7118.0
COPS9 (150678),1643.9763331661002,7267.2304,7782.0,9626.0,190.0
COPZ1 (22818),357.9716060004817,9770.7584,9817.0,10479.0,6465.0
COQ10A (93058),1940.063403239632,4463.632,4543.0,9030.0,17.0
COQ10B (80219),1722.8163772447035,1197.0336,481.0,8562.0,9.0
COQ2 (27235),1141.9581333584827,8075.2224,8383.0,10358.0,2408.0
COQ3 (51805),2079.7971712287913,3738.1568,3520.0,9164.0,34.0
COQ4 (51117),772.5241107945915,8945.8128,9090.0,10300.0,4337.0
COQ5 (84274),1154.8181175072882,7836.0096,8153.0,9478.0,1557.0
COQ6 (51004),2098.7224713913643,5535.536,5804.0,9512.0,194.0
COQ7 (10229),1501.253325238103,7470.256,7828.0,9907.0,1082.0
COQ8B (79934),1999.0953422550012,3587.2368,3364.0,8696.0,17.0
COQ9 (57017),2010.7092568607825,4136.7456,4176.0,9096.0,101.0
CORO1A (11151),1984.1809385222084,3700.76,3525.0,9315.0,84.0
CORO1B (57175),1898.3549544100895,3454.2544,3243.0,8725.0,183.0
CORO1C (23603),2169.9202617395167,4162.68,3949.0,8816.0,48.0
CORO2A (7464),2122.0236969724965,4070.08,4112.0,8633.0,28.0
CORO6 (84940),1521.707540468256,6856.768,7265.0,9254.0,419.0
CORO7 (79585),1832.2456203375557,4496.1248,4586.0,8726.0,127.0
CORT (1325),1707.127911655669,2311.8736,1945.0,8695.0,20.0
COX10 (1352),1457.3632236706442,7909.2912,8351.0,9973.0,587.0
COX11 (1353),1114.8140119734358,8178.7424,8431.0,10158.0,431.0
COX14 (84987),2299.5894196818745,4554.1024,4746.0,9407.0,40.0
COX15 (1355),712.6765990840805,8659.4624,8782.0,9922.0,2386.0
COX16 (51241),2109.398996858754,6099.384,6600.0,9618.0,196.0
COX17 (10063),530.3997728274255,9307.0752,9362.0,10352.0,2739.0
COX18 (285521),1501.9031122511676,7567.512,7937.0,10214.0,232.0
COX19 (90639),1350.5012151581316,7656.7472,8038.0,9764.0,1200.0
COX20 (116228),1817.7376118906852,6207.8352,6632.0,9168.0,461.0
COX4I1 (1327),1826.3618779322192,7220.2416,7740.0,10112.0,371.0
COX4I2 (84701),2156.89191568176,5106.4304,5363.0,9157.0,54.0
COX5A (9377),485.264881926118,8819.8768,8889.0,9937.0,5378.0
COX5B (1329),693.8658442896543,8871.968,9006.0,10283.0,5503.0
COX6A1 (1337),1367.1024754923956,7557.8896,7915.0,9933.0,1020.0
COX6A2 (1339),1900.1016496533507,5174.5152,5376.0,9043.0,62.0
COX6B1 (1340),2201.854233396981,6345.376,6883.0,9720.0,203.0
COX6C (1345),820.5677023272144,8669.608,8839.0,9966.0,2250.0
COX7A2 (1347),1772.1010858213565,3885.4304,3824.0,8757.0,225.0
COX7A2L (9167),1799.939296336806,2981.0256,2683.0,8545.0,2.0
COX7B (1349),846.0691221862476,8459.798969072164,,,
COX7C (1350),488.9541290005297,9359.7424,9416.0,10378.0,5940.0
COX8A (1351),2290.1684575258114,3741.016,3377.0,9238.0,49.0
COX8C (341947),1967.003350032995,4139.8112,4155.0,9036.0,140.0
CPAMD8 (27151),1105.9338234247434,7985.44,8304.0,10160.0,1399.0
CPD (1362),2190.350165130493,5365.0432,5466.0,9652.0,10.0
CPE (1363),1830.4701890708088,5688.352,6084.0,8953.0,170.0
CPEB1 (64506),1558.6908281088874,5437.0112,5612.0,9195.0,662.0
CPEB2 (132864),1289.7615666292147,1135.7696,677.0,9117.0,6.0
CPEB4 (80315),1927.7988543626773,1989.9384,1319.0,9819.0,5.0
CPLANE1 (65250),1827.5007393986368,5025.9488,5254.0,8781.0,111.0
CPLANE2 (79363),1639.9874699333716,5823.448,6109.0,8727.0,44.0
CPM (1368),1535.057073833296,2225.0568,1852.0,10333.0,9.5
CPN2 (1370),1931.6993645160715,3863.968,3754.0,9023.0,260.0
CPNE1 (8904),1780.0603797912486,2868.6784,2566.0,8811.0,79.0
CPNE2 (221184),1794.0221765987746,3957.272,3798.0,8327.0,293.0
CPNE5 (57699),1481.905393706844,6285.016,6639.0,9160.0,795.0
CPNE6 (9362),1531.2769420893005,6130.2048,6453.0,9220.0,382.0
CPNE7 (27132),545.062617964729,8718.8288,8800.0,9707.0,5350.0
CPNE9 (151835),1517.6439469597572,2522.736,2228.0,8482.0,60.0
CPOX (1371),892.6215934897064,8362.0416,8561.0,10157.0,3340.0
CPQ (10404),1660.5394876086784,5659.2704,5966.0,8654.0,399.0
CPSF1 (29894),220.5449423267227,10136.9192,10175.0,10549.0,9038.0
CPSF2 (53981),253.58571048878633,9858.824,9887.0,10424.0,8386.0
CPSF3 (51692),313.0319395352985,9706.0048,9736.0,10458.0,7813.0
CPSF4 (10898),170.17385383250016,10311.5608,10351.0,10555.0,8511.0
CPSF6 (11052),441.5043283000658,9322.9856,9375.0,10523.0,5623.0
CPSF7 (79869),2034.151501650422,2637.592,2192.0,9210.0,14.0
CPT1A (1374),1544.8148622258416,6136.6272,6315.0,9217.0,550.0
CPT1B (1375),1487.4329263912443,6355.032,6678.0,9074.0,1234.0
CPT2 (1376),1613.2425455092068,5690.024,5869.0,9426.0,431.0
CPZ (8532),1716.5333301013172,3808.5808,3806.0,9098.0,2.0
CR1 (1378),1791.2152694219242,1548.104,776.0,8988.0,2.0
CR1L (1379),1332.4531785914512,7481.8816,7746.0,9961.0,843.0
CR2 (1380),1565.9137346430007,2079.3744,1654.0,8491.0,63.0
CRABP2 (1382),1843.7373902887357,3378.0368,3216.0,9499.0,57.0
CRACR2B (283229),1913.23960299319,3613.672,3413.0,9175.0,59.0
CRAMP1 (57585),2063.722745646187,7058.504,7717.0,9972.0,32.0
CRAT (1384),1848.136704779667,5355.3312,5537.0,8733.0,76.0
CRB1 (23418),1476.76301728841,2106.728,1728.0,8632.0,74.0
CRB2 (286204),1781.5187059403515,5583.168,5910.0,9251.0,243.0
CRB3 (92359),2089.894215894855,3056.1952,2727.0,9475.0,28.0
CRCP (27297),294.4940653313486,10150.6072,10191.0,10560.0,5606.0
CREB1 (1385),2392.3987154640104,4305.9104,4360.0,9225.0,26.0
CREB3 (10488),1693.841581544517,5838.2704,6139.0,9236.0,22.0
CREB3L3 (84699),1768.9592682400314,3787.456,3687.0,8874.0,115.0
CREBBP (1387),2994.9277623453067,5292.096,5893.0,10208.0,2.0
CREBZF (58487),1836.0224983985465,4619.2576,4692.0,9363.0,289.0
CRELD2 (79174),1702.563921917584,2362.3424,1947.0,8619.0,27.0
CREM (1390),634.7753137437384,252.3728,74.0,8620.0,2.0
CRH (1392),1810.5120983004526,3953.4992,3878.0,8607.0,64.0
CRHR1 (1394),1687.397560169703,3411.8752,3248.0,8485.0,131.0
CRIM1 (51232),1845.8714339719995,3930.9856,3959.0,8902.0,256.0
CRIP2 (1397),1716.1073504360131,2377.3008,1978.0,8624.0,88.0
CRIP3 (401262),1875.788773107982,3950.7296,3902.0,8748.0,115.0
CRIPAK (285464),1849.4130307263742,3551.4208,3442.0,8937.0,43.0
CRIPT (9419),1462.2418686895537,7030.0656,7425.0,9536.0,1365.0
CRISP1 (167),1695.173343404663,4809.4464,4997.0,9191.0,78.0
CRK (1398),2619.2985152546826,5211.3872,5455.0,10210.0,6.0
CRKL (1399),1561.4502920148734,8910.5824,9324.0,10538.5,4.0
CRLF1 (9244),1732.1939554647793,2559.2032,2248.0,8460.0,29.0
CRLF3 (51379),2129.8495508440897,4019.112,3996.0,9183.0,39.0
CRLS1 (54675),697.2528097708415,9003.1328,9137.0,10135.0,4381.0
CRMP1 (1400),1742.744857575293,3966.2608,3960.0,8703.0,148.0
CRNKL1 (51340),257.0208073164306,9993.7648,10026.0,10515.0,8927.0
CRNN (49860),1668.1775793223712,2566.112,2188.0,8681.0,132.0
CROCC (9696),1973.9891202542256,5350.1536,5600.0,9272.0,156.0
CROT (54677),1569.1920497210315,1752.5616,1251.0,8595.0,24.0
CRP (1401),2013.5495698112773,4395.1136,4431.0,8769.0,181.0
CRTAC1 (55118),1834.5725552291465,4090.5392,4029.0,8739.0,137.0
CRTC1 (23373),1959.7372412268135,4641.3296,4751.0,9442.0,15.0
CRTC2 (200186),2067.5335810028237,5375.8544,5570.0,9708.0,77.0
CRTC3 (64784),2258.3436631880318,4844.7504,4978.0,9857.0,34.0
CRX (1406),1563.3948678551742,6530.2592,6882.0,9118.0,373.0
CRYAA (1409),953.7401766056597,508.8144,162.0,8577.0,1.0
CRYBA1 (1411),1873.0705197041073,5434.7968,5774.0,9673.0,39.0
CRYBA4 (1413),1930.8833964382793,3459.192,3238.0,9089.0,27.0
CRYBB3 (1417),1847.44402819624,5963.3776,6351.0,9674.0,377.0
CRYGA (1418),1594.2154612206193,5652.048,5889.0,8845.0,627.0
CRYGB (1419),1323.484473387367,6825.3408,7094.0,9037.0,266.0
CRYGC (1420),1628.5897862276822,6119.0224,6440.0,9010.0,503.0
CRYGD (1421),1868.209537838782,4691.7072,4856.0,8865.0,102.0
CRYGS (1427),1867.0421511413344,4614.9904,4731.0,9342.0,151.0
CS (1431),1366.395444944143,7953.0752,8334.0,9873.0,622.0
CSAD (51380),1721.5595460214079,5241.5744,5543.0,8829.0,599.0
CSDC2 (27254),1542.6512762174686,6194.2992,6526.0,9317.0,317.0
CSDE1 (7812),2132.079656110437,7483.384,8230.0,10000.0,3.0
CSE1L (1434),243.0942298885932,9975.5168,10009.0,10462.0,8997.0
